"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,19/04/2025,"SÁBADO","21.482,75","0,00","21.482,75","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,20/04/2025,"DOMINGO","12.334,29","0,00","12.334,29","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,21/04/2025,"LUNES","34.429,11","0,00","34.429,11","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,22/04/2025,"MARTES","20.246,94","0,00","20.246,94","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,23/04/2025,"MIÉRCOLES","10.566,36","0,00","10.566,36","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,24/04/2025,"JUEVES","41.771,52","0,00","41.771,52","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,25/04/2025,"VIERNES","25.494,95","0,00","25.494,95","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,26/04/2025,"SÁBADO","34.351,26","0,00","34.351,26","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,27/04/2025,"DOMINGO","14.793,76","0,00","14.793,76","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,28/04/2025,"LUNES","48.703,52","0,00","48.703,52","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,29/04/2025,"MARTES","32.974,65","0,00","32.974,65","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
"Ventas Diarias","ESCOLARES, C.A.","Fecha: 27/03/2026","Página:    1",,"abril 2025","FECHA","DIA","VENTAS","GASTOS","TOTAL",,30/04/2025,"MIÉRCOLES","27.786,59","0,00","27.786,59","TOTALES","665.211,64","0,00","665.211,64",,"rpt_fac_resvtscompletoX.rpt"
